id,beta,roi,model,contrast
RV013,0,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV016,9.61112574916897,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV019,0.934972958808595,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV020,0.768691939668673,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV021,-0.20831541130037,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV022,3.76779021638812,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV024,2.74426406351003,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV025,3.71653061202078,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV026,-5.12090473464041,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV027,-0.755003187466751,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
